Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:00:10,00:00:31,Class 6,None
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:00:44,00:00:58,Class 4,None
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:01:11,00:01:15,Class 13,None
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:01:39,00:02:03,Class 5,None
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:02:15,00:02:35,Class 14,None
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:02:50,00:03:09,Class 8,None
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:03:28,00:03:41,Class 2,None
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:03:53,00:04:14,Class 3,None
Dashboard_User_id_83756_3,Dashboard,Distracted Behavior,00:04:28,00:04:33,Class 1,None
 ,Dashboard,Distracted Behavior,00:05:02,00:05:12,Class 7,None
 ,Dashboard,Distracted Behavior,00:05:24,00:05:36,Class 10,None
 ,Dashboard,Distracted Behavior,00:05:50,00:06:09,Class 0,None
 ,Dashboard,Distracted Behavior,00:06:20,00:06:46,Class 15,None
 ,Dashboard,Distracted Behavior,00:07:01,00:07:12,Class 9,None
 ,Dashboard,Distracted Behavior,00:07:25,00:07:48,Class 12,None
 ,Dashboard,Distracted Behavior,00:08:11,00:08:28,Class 11,None
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:00:10,00:00:28, Class 6,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:00:44,00:00:58,Class 4,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:01:12,00:01:17,Class 13,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:01:39,00:02:02,Class 5,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:02:15,00:02:31,Class 14,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:02:50,00:03:10,Class 8,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:03:24,00:03:39,Class 2,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:03:51,00:04:15,Class 3,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:04:27,00:04:32,Class 1,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:05:02,00:05:09,Class 7,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:05:26,00:05:36,Class 10,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:05:50,00:06:09,Class 0,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:06:24,00:06:50,Class 15,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:06:59,00:07:10,Class 9,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:07:24,00:07:50,Class 12,Sunglasses
Dashboard_User_id_83756_7,Dashboard,Distracted Behavior,00:08:22,00:08:31,Class 11,Sunglasses
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:00:10,00:00:31,Class 6,None
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:00:44,00:00:58,Class 4,None
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:01:11,00:01:15,Class 13,None
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:01:39,00:02:03,Class 5,None
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:02:15,00:02:35,Class 14,None
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:02:50,00:03:09,Class 8,None
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:03:28,00:03:41,Class 2,None
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:03:53,00:04:14,Class 3,None
Rear_view_user_id_83756_3,Rear View,Distracted Behavior,00:04:28,00:04:33,Class 1,None
 ,Rear View,Distracted Behavior,00:05:02,00:05:12,Class 7,None
 ,Rear View,Distracted Behavior,00:05:24,00:05:36,Class 10,None
 ,Rear View,Distracted Behavior,00:05:50,00:06:09,Class 0,None
 ,Rear View,Distracted Behavior,00:06:20,00:06:46,Class 15,None
 ,Rear View,Distracted Behavior,00:07:01,00:07:12,Class 9,None
 ,Rear View,Distracted Behavior,00:07:25,00:07:48,Class 12,None
 ,Rear View,Distracted Behavior,00:08:11,00:08:28,Class 11,None
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:00:10,00:00:28, Class 6,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:00:44,00:00:58,Class 4,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:01:12,00:01:17,Class 13,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:01:39,00:02:02,Class 5,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:02:15,00:02:31,Class 14,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:02:50,00:03:10,Class 8,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:03:24,00:03:39,Class 2,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:03:51,00:04:15,Class 3,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:04:27,00:04:32,Class 1,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:05:02,00:05:09,Class 7,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:05:26,00:05:36,Class 10,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:05:50,00:06:09,Class 0,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:06:24,00:06:50,Class 15,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:06:59,00:07:10,Class 9,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:07:24,00:07:50,Class 12,Sunglasses
Rear_view_user_id_83756_7,Rear View,Distracted Behavior,00:08:22,00:08:31,Class 11,Sunglasses
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:00:10,00:00:31,Class 6,None
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:00:44,00:00:58,Class 4,None
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:01:11,00:01:15,Class 13,None
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:01:39,00:02:03,Class 5,None
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:02:15,00:02:35,Class 14,None
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:02:50,00:03:09,Class 8,None
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:03:28,00:03:41,Class 2,None
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:03:53,00:04:14,Class 3,None
Right_side_window_user_id_83756_3,Rightside Window,Distracted Behavior,00:04:28,00:04:33,Class 1,None
 ,Rightside Window,Distracted Behavior,00:05:02,00:05:12,Class 7,None
 ,Rightside Window,Distracted Behavior,00:05:24,00:05:36,Class 10,None
 ,Rightside Window,Distracted Behavior,00:05:50,00:06:09,Class 0,None
 ,Rightside Window,Distracted Behavior,00:06:20,00:06:46,Class 15,None
 ,Rightside Window,Distracted Behavior,00:07:01,00:07:12,Class 9,None
 ,Rightside Window,Distracted Behavior,00:07:25,00:07:48,Class 12,None
 ,Rightside Window,Distracted Behavior,00:08:11,00:08:28,Class 11,None
