Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:00:10,00:00:27,Class 11,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:00:43,00:01:03,Class 0,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:01:21,00:01:31,Class 3,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:01:48,00:01:52,Class 9,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:02:10,00:02:27,Class 12,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:02:41,00:02:49,Class 5,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:03:06,00:03:14,Class 14,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:03:37,00:03:39,Class 1,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:04:04,00:04:08,Class 13,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:04:34,00:04:49,Class 15,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:05:05,00:05:11,Class 8,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:05:36,00:05:45,Class 2,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:06:03,00:06:13,Class 4,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:06:30,00:06:44,Class 6,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:07:04,00:07:10,Class 7,None
Dashboard_user_id_93491_5,Dashboard,Distracted Behavior,00:07:28,00:07:30,Class 10,None
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:00:08,00:00:20,Class 11,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:00:42,00:01:02,Class 0,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:01:22,00:01:30,Class 3,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:01:47,00:01:51,Class 9,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:02:09,00:02:25,Class 12,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:02:41,00:02:50,Class 5,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:03:06,00:03:14,Class 14,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:03:35,00:03:37,Class 1,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:04:03,00:04:08,Class 13,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:04:35,00:04:49,Class 15,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:05:04,00:05:10,Class 8,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:05:37,00:05:43,Class 2,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:06:04,00:06:14,Class 4,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:06:29,00:06:34,Class 6,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:07:03,00:07:07,Class 7,Hat
Dashboard_user_id_93491_7,Dashboard,Distracted Behavior,00:07:27,00:07:30,Class 10,Hat
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:00:10,00:00:27,Class 11,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:00:43,00:01:03,Class 0,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:01:21,00:01:31,Class 3,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:01:48,00:01:52,Class 9,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:02:10,00:02:27,Class 12,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:02:41,00:02:49,Class 5,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:03:06,00:03:14,Class 14,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:03:37,00:03:39,Class 1,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:04:04,00:04:08,Class 13,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:04:34,00:04:49,Class 15,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:05:05,00:05:11,Class 8,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:05:36,00:05:45,Class 2,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:06:03,00:06:13,Class 4,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:06:30,00:06:44,Class 6,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:07:04,00:07:10,Class 7,None
Rear_view_user_id_93491_5,Rearview,Distracted Behavior,00:07:28,00:07:30,Class 10,None
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:00:08,00:00:20,Class 11,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:00:42,00:01:02,Class 0,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:01:22,00:01:30,Class 3,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:01:47,00:01:51,Class 9,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:02:09,00:02:25,Class 12,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:02:41,00:02:50,Class 5,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:03:06,00:03:14,Class 14,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:03:35,00:03:37,Class 1,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:04:03,00:04:08,Class 13,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:04:35,00:04:49,Class 15,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:05:04,00:05:10,Class 8,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:05:37,00:05:43,Class 2,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:06:04,00:06:14,Class 4,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:06:29,00:06:34,Class 6,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:07:03,00:07:07,Class 7,Hat
Rear_view_user_id_93491_7,Rearview,Distracted Behavior,00:07:27,00:07:30,Class 10,Hat
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:00:10,00:00:27,Class 11,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:00:43,00:01:03,Class 0,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:01:21,00:01:31,Class 3,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:01:48,00:01:52,Class 9,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:02:10,00:02:27,Class 12,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:02:41,00:02:49,Class 5,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:03:06,00:03:14,Class 14,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:03:37,00:03:39,Class 1,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:04:04,00:04:08,Class 13,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:04:34,00:04:49,Class 15,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:05:05,00:05:11,Class 8,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:05:36,00:05:45,Class 2,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:06:03,00:06:13,Class 4,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:06:30,00:06:44,Class 6,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:07:04,00:07:10,Class 7,None
Right_side_window_user_id_93491_5,Rightside Window,Distracted Behavior,00:07:28,00:07:30,Class 10,None
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:00:08,00:00:20,Class 11,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:00:42,00:01:02,Class 0,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:01:22,00:01:30,Class 3,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:01:47,00:01:51,Class 9,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:02:09,00:02:25,Class 12,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:02:41,00:02:50,Class 5,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:03:06,00:03:14,Class 14,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:03:35,00:03:37,Class 1,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:04:03,00:04:08,Class 13,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:04:35,00:04:49,Class 15,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:05:04,00:05:10,Class 8,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:05:37,00:05:43,Class 2,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:06:04,00:06:14,Class 4,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:06:29,00:06:34,Class 6,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:07:03,00:07:07,Class 7,Hat
Right_side_window_user_id_93491_7,Rightside Window,Distracted Behavior,00:07:27,00:07:30,Class 10,Hat
