Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:00:08,00:00:22,Class 0,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:00:37,00:00:40,Class 13,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:01:02,00:01:15,Class 15,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:01:34,00:01:48,Class 2,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:02:05,00:02:19,Class 12,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:02:35,00:02:41,Class 8,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:03:10,00:03:21,Class 6,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:03:44,00:04:03,Class 11,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:04:16,00:04:33,Class 14,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:04:47,00:04:48,Class 5,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:05:16,00:05:32,Class 3,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:05:50,00:05:53,Class 10,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:06:14,00:06:20,Class 9,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:06:39,00:06:56,Class 4,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:07:14,00:07:19,Class 7,None
Dashboard_user_id_14786_5,Dashboard,Distracted Behavior,00:07:38,00:07:40,Class 1,None
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:00:08,00:00:22,Class 0,Hat
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:00:38,00:00:41,Class 13,Hat
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:01:03,00:01:17,Class 15,Hat
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:01:36,00:01:46,Class 2,Hat
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:02:05,00:02:20,Class 12,Hat
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:02:36,00:02:43,Class 8,Hat
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:03:09,00:03:22,Class 6,Hat
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:03:45,00:04:04,Class 11,Hat
Dashboard_user_id_14786_7,Dashboard,Distracted Behavior,00:04:16,00:04:33,Class 14,Hat
