Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:00:08,00:00:29,Class 15,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:00:45,00:00:49,Class 1,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:01:14,00:01:36,Class 6,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:01:53,00:02:00,Class 12,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:02:34,00:02:50,Class 3,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:03:04,00:03:11,Class 9,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:03:26,00:03:33,Class 10,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:03:48,00:04:04,Class 5,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:04:21,00:04:42,Class 0,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:04:58,00:05:10,Class 2,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:05:23,00:05:46,Class 14,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:05:57,00:06:05,Class 13,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:06:33,00:06:51,Class 4,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:07:14,00:07:30,Class 11,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:07:45,00:07:54,Class 8,None
Dashboard_user_id_38479_5,Dashboard,Distracted Behavior,00:08:21,00:08:28,Class 7,None
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:00:08,00:00:29,Class 15,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:00:44,00:00:52,Class 1,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:01:13,00:01:37,Class 6,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:01:54,00:02:03,Class 12,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:02:31,00:02:51,Class 3,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:03:04,00:03:10,Class 9,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:03:27,00:03:34,Class 10,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:03:50,00:04:06,Class 5,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:04:22,00:04:42,Class 0,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:04:57,00:05:11,Class 2,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:05:24,00:05:47,Class 14,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:05:58,00:06:20,Class 13,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:06:33,00:06:51,Class 4,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:07:14,00:07:30,Class 11,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:07:45,00:08:02,Class 8,Hat
Dashboard_user_id_38479_7,Dashboard,Distracted Behavior,00:08:21,00:08:30,Class 7,Hat
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:00:08,00:00:29,Class 15,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:00:45,00:00:49,Class 1,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:01:14,00:01:36,Class 6,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:01:53,00:02:00,Class 12,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:02:34,00:02:50,Class 3,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:03:04,00:03:11,Class 9,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:03:26,00:03:33,Class 10,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:03:48,00:04:04,Class 5,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:04:21,00:04:42,Class 0,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:04:58,00:05:10,Class 2,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:05:23,00:05:46,Class 14,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:05:57,00:06:05,Class 13,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:06:33,00:06:51,Class 4,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:07:14,00:07:30,Class 11,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:07:45,00:07:54,Class 8,None
Rear_view_user_id_38479_5,Rearview,Distracted Behavior,00:08:21,00:08:28,Class 7,None
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:00:08,00:00:29,Class 15,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:00:44,00:00:52,Class 1,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:01:13,00:01:37,Class 6,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:01:54,00:02:03,Class 12,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:02:31,00:02:51,Class 3,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:03:04,00:03:10,Class 9,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:03:27,00:03:34,Class 10,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:03:50,00:04:06,Class 5,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:04:22,00:04:42,Class 0,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:04:57,00:05:11,Class 2,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:05:24,00:05:47,Class 14,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:05:58,00:06:20,Class 13,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:06:33,00:06:51,Class 4,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:07:14,00:07:30,Class 11,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:07:45,00:08:02,Class 8,Hat
Rear_view_user_id_38479_7,Rearview,Distracted Behavior,00:08:21,00:08:30,Class 7,Hat
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:00:08,00:00:29,Class 15,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:00:45,00:00:49,Class 1,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:01:14,00:01:36,Class 6,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:01:53,00:02:00,Class 12,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:02:34,00:02:50,Class 3,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:03:04,00:03:11,Class 9,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:03:26,00:03:33,Class 10,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:03:48,00:04:04,Class 5,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:04:21,00:04:42,Class 0,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:04:58,00:05:10,Class 2,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:05:23,00:05:46,Class 14,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:05:57,00:06:05,Class 13,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:06:33,00:06:51,Class 4,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:07:14,00:07:30,Class 11,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:07:45,00:07:54,Class 8,None
Right_side_window_user_id_38479_5,Rightside Window,Distracted Behavior,00:08:21,00:08:28,Class 7,None
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:00:08,00:00:29,Class 15,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:00:44,00:00:52,Class 1,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:01:13,00:01:37,Class 6,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:01:54,00:02:03,Class 12,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:02:31,00:02:51,Class 3,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:03:04,00:03:10,Class 9,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:03:27,00:03:34,Class 10,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:03:50,00:04:06,Class 5,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:04:22,00:04:42,Class 0,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:04:57,00:05:11,Class 2,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:05:24,00:05:47,Class 14,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:05:58,00:06:20,Class 13,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:06:33,00:06:51,Class 4,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:07:14,00:07:30,Class 11,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:07:45,00:08:02,Class 8,Hat
Right_side_window_user_id_38479_7,Rightside Window,Distracted Behavior,00:08:21,00:08:30,Class 7,Hat
