Filename,Camera View,Activity Type,Start Time,End Time,Label (Primary),Appearance Block
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:00:33,00:00:50,Class 14,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:00:58,00:01:05,Class 10,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:01:24,00:01:40,Class 2,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:01:55,00:02:11,Class 12,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:02:32,00:02:37,Class 7,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:02:53,00:03:08,Class 6,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:03:18,00:03:25,Class 13,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:03:55,00:04:11,Class 1,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:04:28,00:04:52,Class 0,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:05:06,00:05:10,Class 9,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:05:30,00:05:59,Class 4,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:06:03,00:06:22,Class 15,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:06:37,00:07:02,Class 8,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:07:16,00:07:40,Class 3,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:08:02,00:08:17,Class 11,Scarf
Dashboard_user_id_96269_5,Dashboard,Distracted Behavior,00:08:30,00:08:52,Class 5,Scaff
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:00:07,00:00:32,Class 14,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:00:46,00:00:50,Class 10,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:01:10,00:01:27,Class 2,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:01:42,00:01:57,Class 12,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:02:19,00:02:25,Class 7,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:02:38,00:03:57,Class 6,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:03:06,00:03:11,Class 13,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:03:43,00:03:52,Class 1,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:04:15,00:04:40,Class 0,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:04:54,00:05:03,Class 9,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:05:19,00:05:43,Class 4,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:05:51,00:06:10,Class 15,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:06:25,00:06:49,Class 8,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:07:02,00:07:25,Class 3,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:07:49,00:08:03,Class 11,Hat
Dashboard_user_id_96269_7,Dashboard,Distracted Behavior,00:08:17,00:08:40,Class 5,Hat
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:00:33,00:00:50,Class 14,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:00:58,00:01:05,Class 10,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:01:24,00:01:40,Class 2,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:01:55,00:02:11,Class 12,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:02:32,00:02:37,Class 7,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:02:53,00:03:08,Class 6,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:03:18,00:03:25,Class 13,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:03:55,00:04:11,Class 1,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:04:28,00:04:52,Class 0,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:05:06,00:05:10,Class 9,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:05:30,00:05:59,Class 4,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:06:03,00:06:22,Class 15,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:06:37,00:07:02,Class 8,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:07:16,00:07:40,Class 3,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:08:02,00:08:17,Class 11,Scarf
Rear_view_user_id_96269_5,Rearview,Distracted Behavior,00:08:30,00:08:52,Class 5,Scaff
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:00:07,00:00:32,Class 14,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:00:46,00:00:50,Class 10,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:01:10,00:01:27,Class 2,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:01:42,00:01:57,Class 12,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:02:19,00:02:25,Class 7,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:02:38,00:03:57,Class 6,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:03:06,00:03:11,Class 13,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:03:43,00:03:52,Class 1,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:04:15,00:04:40,Class 0,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:04:54,00:05:03,Class 9,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:05:19,00:05:43,Class 4,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:05:51,00:06:10,Class 15,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:06:25,00:06:49,Class 8,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:07:02,00:07:25,Class 3,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:07:49,00:08:03,Class 11,Hat
Rear_view_user_id_96269_7,Rearview,Distracted Behavior,00:08:17,00:08:40,Class 5,Hat
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:00:33,00:00:50,Class 14,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:00:58,00:01:05,Class 10,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:01:24,00:01:40,Class 2,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:01:55,00:02:11,Class 12,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:02:32,00:02:37,Class 7,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:02:53,00:03:08,Class 6,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:03:18,00:03:25,Class 13,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:03:55,00:04:11,Class 1,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:04:28,00:04:52,Class 0,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:05:06,00:05:10,Class 9,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:05:30,00:05:59,Class 4,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:06:03,00:06:22,Class 15,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:06:37,00:07:02,Class 8,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:07:16,00:07:40,Class 3,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:08:02,00:08:17,Class 11,Scarf
Right_side_window_user_id_96269_5,Rightside Window,Distracted Behavior,00:08:30,00:08:52,Class 5,Scaff
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:00:07,00:00:32,Class 14,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:00:46,00:00:50,Class 10,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:01:10,00:01:27,Class 2,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:01:42,00:01:57,Class 12,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:02:19,00:02:25,Class 7,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:02:38,00:03:57,Class 6,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:03:06,00:03:11,Class 13,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:03:43,00:03:52,Class 1,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:04:15,00:04:40,Class 0,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:04:54,00:05:03,Class 9,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:05:19,00:05:43,Class 4,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:05:51,00:06:10,Class 15,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:06:25,00:06:49,Class 8,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:07:02,00:07:25,Class 3,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:07:49,00:08:03,Class 11,Hat
Right_side_window_user_id_96269_7,Rightside Window,Distracted Behavior,00:08:17,00:08:40,Class 5,Hat
